date,Close
30/04/2018,9243.83
01/05/2018,9072.29
02/05/2018,9190.48
03/05/2018,9725.74
04/05/2018,9685
05/05/2018,9800
06/05/2018,9600
07/05/2018,9353
08/05/2018,9177.82
09/05/2018,9300.08
10/05/2018,9010.51
11/05/2018,8403.33
12/05/2018,8475
13/05/2018,8686.1
14/05/2018,8670
15/05/2018,8477.46
16/05/2018,8344
17/05/2018,8059
18/05/2018,8238.51
19/05/2018,8235.6
20/05/2018,8516.86
21/05/2018,8393.44
22/05/2018,7987.7
23/05/2018,7505
24/05/2018,7584.15
25/05/2018,7459.11
26/05/2018,7337.95
27/05/2018,7346.64
28/05/2018,7107.94
29/05/2018,7460
30/05/2018,7380.01
31/05/2018,7485
01/06/2018,7514.32
02/06/2018,7636.42
03/06/2018,7706.37
04/06/2018,7487.37
05/06/2018,7612.51
06/06/2018,7655
07/06/2018,7684.93
08/06/2018,7618.8
09/06/2018,7496.4
10/06/2018,6770.31
11/06/2018,6881
12/06/2018,6545
13/06/2018,6302.31
14/06/2018,6638.49
15/06/2018,6391.22
16/06/2018,6484.29
17/06/2018,6447.16
18/06/2018,6709.02
19/06/2018,6736.41
20/06/2018,6759.18
21/06/2018,6719.01
22/06/2018,6059.82
23/06/2018,6178.29
24/06/2018,6149.99
25/06/2018,6246.01
26/06/2018,6074
27/06/2018,6071.53
